0.29320  	0.15882  	-0.8371  	-0.1326  	0.06678  	-0.4579  	0.43502  	-0.1051  	0.18364  	-0.5972  	-0.1573  	-0.2771  	0.27348  	-0.3662  	0.10743  	0.07200  	-0.1862  	0.18559  	0.30985  	-0.6614  	0.07481  	0.69739  	0.20595  	0.57426  	0.58122  	-0.1789  	0.62734  	-0.3014  	-0.5195  	0.16010  	0.17554  	0.44652  	-0.0627  	-0.0691  	0.24917  	0.09181  	0.38861  	0.08526  	-0.1679  	0.15179  	-0.0015  	-0.1474  	-0.0182  	0.30874  	0.08492  	-0.0616  	-0.0576  	0.08261  	0.06830  	0.00620  	-0.0616  	0.00050  	0.02673  	0.05699  	-0.0291  	0.00031  	-0.0253  	-0.0212  	-0.0026  	0.02459  	-0.0345  	-0.0139  	0.01887  	0.02399  	-0.0877  	0.34619  	-0.0359  	0.02145  	0.01794  	0.01038  	
0.28137  	0.09001  	-0.9319  	0.01026  	0.15919  	-0.5110  	0.43079  	-0.1872  	0.13645  	-0.5948  	-0.2274  	-0.2015  	0.29802  	-0.4257  	0.05342  	0.11448  	-0.2421  	0.27179  	0.27306  	-0.5860  	-0.0894  	0.67229  	0.08115  	0.49876  	0.57241  	-0.1820  	0.54059  	-0.1514  	-0.3774  	0.20136  	0.15467  	0.44732  	-0.0755  	-0.0623  	0.21575  	0.14316  	0.27498  	0.06595  	-0.1262  	0.20019  	8.48695  	-0.1448  	-0.0037  	0.30643  	0.09759  	-0.0631  	-0.0595  	0.08547  	0.07281  	0.00391  	-0.0473  	-0.0006  	0.02747  	0.05210  	-0.0244  	0.00718  	-0.0117  	-0.0259  	0.00628  	0.02411  	-0.0347  	-0.0244  	0.01858  	0.02794  	-0.0858  	0.35011  	-0.0337  	0.02021  	0.01789  	0.00034  	
0.04223  	0.07728  	-1.0889  	0.02527  	0.26578  	-0.6330  	0.47279  	-0.2236  	0.08949  	-0.5708  	-0.2246  	-0.1451  	0.21550  	-0.3977  	0.04064  	0.07698  	-0.2508  	0.26799  	0.26526  	-0.5514  	-0.1526  	0.69379  	0.01775  	0.51297  	0.66060  	-0.1597  	0.52778  	-0.0465  	-0.2382  	0.22104  	0.13152  	0.38606  	-0.1160  	-0.0482  	0.18652  	0.20222  	0.19566  	0.02800  	-0.0901  	0.22880  	-0.0206  	-0.1599  	-0.0230  	0.30310  	0.11370  	-0.0620  	-0.0593  	0.08053  	0.06465  	0.01527  	-0.0434  	-0.0166  	0.02413  	0.04945  	-0.0307  	-0.0060  	-0.0066  	-0.0173  	0.00101  	0.01666  	-0.0500  	-0.0337  	0.02318  	0.03268  	-0.0844  	0.35327  	-0.0319  	0.01903  	0.01771  	-0.0071  	
-0.1990  	-0.0265  	-1.3032  	0.01631  	0.37939  	-0.7808  	0.46229  	-0.2802  	0.04068  	-0.5234  	-0.1516  	-0.0830  	0.28317  	-0.4206  	-0.0330  	0.03180  	-0.2933  	0.28764  	0.25613  	-0.4990  	-0.2059  	0.64871  	-0.0105  	0.48715  	0.55467  	-0.1118  	0.37894  	0.05838  	-0.2309  	0.19829  	0.17510  	0.37386  	-0.0586  	-0.0433  	0.23963  	0.17648  	0.10866  	-0.0400  	-0.0927  	0.21173  	-0.0291  	-0.1251  	-0.0573  	0.29113  	0.11491  	-0.0649  	-0.0602  	0.04694  	0.06397  	0.00363  	-0.0405  	-0.0076  	0.01970  	0.04173  	-0.0288  	-0.0023  	-0.0142  	-0.0187  	0.01410  	0.02920  	-0.0461  	-0.0247  	-0.0076  	0.02870  	-0.0834  	0.35566  	-0.0303  	0.01790  	0.01739  	-0.0120  	
-0.4066  	-0.0668  	-1.3120  	-0.2267  	0.22094  	-0.9089  	0.42258  	-0.2935  	0.04515  	-0.4617  	0.00333  	-0.0664  	0.21997  	-0.5556  	-0.1737  	-0.0042  	-0.3257  	0.29427  	0.24542  	-0.4555  	-0.1948  	0.61764  	0.09961  	0.47853  	0.48429  	-0.0965  	0.34372  	0.09716  	-0.2799  	0.15450  	0.19265  	0.36049  	-0.0347  	-0.0360  	0.17873  	0.16229  	0.08666  	-0.0286  	-0.1176  	0.21225  	-0.0254  	-0.1290  	-0.0957  	0.28160  	0.11327  	-0.0749  	-0.0333  	0.06015  	0.05070  	-0.0034  	-0.0530  	-0.0074  	0.01876  	0.06010  	-0.0377  	-0.0183  	-0.0009  	-0.0270  	0.00255  	0.03257  	-0.0387  	-0.0223  	0.01284  	0.02592  	-0.0827  	0.35728  	-0.0291  	0.01682  	0.01695  	-0.0143  	
-0.4855  	-0.0818  	-1.3340  	-0.3239  	0.14075  	-0.9094  	0.39620  	-0.2944  	0.05019  	-0.4393  	0.03912  	-0.0901  	0.20288  	-0.5947  	-0.2213  	-0.0112  	-0.3047  	0.30994  	0.26102  	-0.4601  	-0.1990  	0.61761  	0.11975  	0.46681  	0.46626  	-0.0833  	0.30217  	0.09721  	-0.2962  	0.13266  	0.20598  	0.35380  	-0.0486  	-0.0339  	0.14962  	0.15458  	0.08079  	-0.0213  	-0.1036  	0.21376  	-0.0085  	-0.1352  	-0.0891  	0.27402  	0.09877  	-0.0696  	-0.0296  	0.05961  	0.04535  	0.00183  	-0.0609  	-0.0089  	0.02194  	0.06165  	-0.0382  	-0.0219  	-0.0018  	-0.0242  	-0.0001  	0.03210  	-0.0353  	-0.0223  	0.01395  	0.02553  	-0.0824  	0.35813  	-0.0281  	0.01580  	0.01636  	-0.0140  	
-0.4896  	-0.0653  	-1.3719  	-0.3718  	0.13295  	-0.9130  	0.39288  	-0.2850  	0.06611  	-0.4350  	0.05977  	-0.1108  	0.20237  	-0.6042  	-0.2591  	-0.0385  	-0.3065  	0.30025  	0.26893  	-0.4708  	-0.1873  	0.60931  	0.11782  	0.43845  	0.46616  	-0.0734  	0.31125  	0.10155  	-0.2929  	0.14286  	0.20095  	0.35065  	-0.0479  	-0.0370  	0.13899  	0.15542  	0.09514  	-0.0183  	-0.0969  	0.20370  	0.00621  	-0.1329  	-0.0837  	0.27949  	0.09777  	-0.0680  	-0.0314  	0.05887  	0.04121  	0.00534  	-0.0610  	-0.0083  	0.02395  	0.06442  	-0.0390  	-0.0218  	-0.0022  	-0.0229  	0.00239  	0.03385  	-0.0360  	-0.0259  	0.01448  	0.02429  	-0.0824  	0.35822  	-0.0274  	0.01483  	0.01565  	-0.0111  	
-0.5626  	-0.0927  	-1.3750  	-0.4627  	0.06984  	-0.9426  	0.36856  	-0.2807  	0.07290  	-0.4040  	0.09706  	-0.1132  	0.16781  	-0.6283  	-0.3151  	-0.0632  	-0.2847  	0.31071  	0.29278  	-0.4575  	-0.1914  	0.62601  	0.13684  	0.43977  	0.44079  	-0.0692  	0.29558  	0.08742  	-0.3248  	0.11563  	0.21013  	0.35114  	-0.0374  	-0.0387  	0.11594  	0.14390  	0.13215  	-0.0173  	-0.0938  	0.19475  	0.02246  	-0.1444  	-0.0775  	0.28819  	0.10561  	-0.0658  	-0.0295  	0.06542  	0.04387  	0.00871  	-0.0712  	-0.0079  	0.03092  	0.06170  	-0.0364  	-0.0182  	-0.0105  	-0.0180  	-0.0012  	0.03455  	-0.0325  	-0.0235  	0.00315  	0.02571  	-0.0842  	0.35724  	-0.0263  	0.01440  	0.01441  	-0.0058  	
-0.5271  	-0.0540  	-1.3059  	-0.5374  	0.01549  	-0.9513  	0.35271  	-0.2737  	0.06238  	-0.4163  	0.11712  	-0.1524  	0.13621  	-0.6738  	-0.3557  	-0.0695  	-0.2451  	0.31156  	0.31914  	-0.4745  	-0.1488  	0.61513  	0.14569  	0.45028  	0.45830  	-0.0848  	0.33518  	0.04365  	-0.3367  	0.11266  	0.22026  	0.35303  	-0.0617  	-0.0381  	0.10085  	0.16931  	0.18005  	0.00109  	-0.0972  	0.19126  	0.04609  	-0.1580  	-0.0686  	0.28801  	0.10509  	-0.0647  	-0.0362  	0.06515  	0.03909  	0.00710  	-0.0717  	-0.0061  	0.03407  	0.06478  	-0.0328  	-0.0155  	-0.0105  	-0.0181  	0.00179  	0.03972  	-0.0347  	-0.0215  	0.00188  	0.02729  	-0.0876  	0.35488  	-0.0260  	0.01367  	0.01382  	-0.0003  	
-0.5585  	-0.0371  	-1.2833  	-0.6732  	-0.0729  	-0.9635  	0.34418  	-0.2988  	0.05860  	-0.3917  	0.13668  	-0.2360  	0.09942  	-0.7345  	-0.4242  	-0.0935  	-0.2125  	0.31726  	0.31979  	-0.5079  	-0.1263  	0.61750  	0.17769  	0.44909  	0.45258  	-0.0915  	0.36607  	-0.0292  	-0.3548  	0.09804  	0.24227  	0.36224  	-0.0778  	-0.0457  	0.08629  	0.17442  	0.20754  	0.01555  	-0.1028  	0.18851  	0.06014  	-0.1676  	-0.0522  	0.28909  	0.10048  	-0.0660  	-0.0435  	0.07251  	0.03252  	0.01549  	-0.0647  	-0.0028  	0.03038  	0.05950  	-0.0317  	-0.0123  	-0.0123  	-0.0186  	-0.0023  	0.03495  	-0.0353  	-0.0186  	0.00905  	0.02970  	-0.0883  	0.35164  	-0.0266  	0.01261  	0.01292  	0.01200  	
